Origin;Destination;Number
Vologodskaya;Kutaisskaya;50
Volhynskaya;Kutaisskaya;157
Voronezhskaya;Kutaisskaya;1384
Viatskaya;Kutaisskaya;154
Grodnenskaya;Kutaisskaya;165
VojskaDonskogo;Kutaisskaya;795
Ekaterinoslavskaya;Kutaisskaya;602
Kazanskaya;Kutaisskaya;296
Kalugskaya;Kutaisskaya;215
Kievskaya;Kutaisskaya;715
Kovenskaya;Kutaisskaya;720
Kostromskaya;Kutaisskaya;81
Kurlandskaya;Kutaisskaya;44
Kurskaya;Kutaisskaya;673
Liflyandskaya;Kutaisskaya;350
Minskaya;Kutaisskaya;158
Mogilevskaya;Kutaisskaya;356
Moscowskaya;Kutaisskaya;168
Nizhegorodskaya;Kutaisskaya;171
Novgorodskaya;Kutaisskaya;60
Olonetskaya;Kutaisskaya;10
Orenburgskaya;Kutaisskaya;75
Orlovskaya;Kutaisskaya;399
Penzenskaya;Kutaisskaya;251
Permskaya;Kutaisskaya;114
Podolskaya;Kutaisskaya;392
Poltavskaya;Kutaisskaya;633
Pskovskaya;Kutaisskaya;37
Ryazanskaya;Kutaisskaya;599
Samaraskaya;Kutaisskaya;319
StPetersburgskaya;Kutaisskaya;266
Saratovskaya;Kutaisskaya;678
Simbirskaya;Kutaisskaya;192
Smolenskaya;Kutaisskaya;123
Tauridskaya;Kutaisskaya;626
Tambovskaya;Kutaisskaya;399
Tverskaya;Kutaisskaya;99
Tulskaya;Kutaisskaya;138
Ufimskaya;Kutaisskaya;229
Kharkovskaya;Kutaisskaya;1397
Khersonskaya;Kutaisskaya;844
Chernigovskaya;Kutaisskaya;597
Estonskaya;Kutaisskaya;155
Yaroslavskaya;Kutaisskaya;65
Warsawskaya;Kutaisskaya;173
Kaliszskaya;Kutaisskaya;288
Kieleckaya;Kutaisskaya;199
Lomzinskaya;Kutaisskaya;86
Lublinskaya;Kutaisskaya;86
Piotrkovskaya;Kutaisskaya;138
Plockaya;Kutaisskaya;33
Radomskaya;Kutaisskaya;53
Suwalkskaya;Kutaisskaya;178
Siedlcskaya;Kutaisskaya;222
Bakinskaya;Kutaisskaya;221
Dagestanskaya;Kutaisskaya;500
Elisabethpolskaya;Kutaisskaya;630
Karsskaya;Kutaisskaya;419
Kubanskaya;Kutaisskaya;1992
Stavropolskaya;Kutaisskaya;991
Terskaya;Kutaisskaya;679
Tiflisskaya;Kutaisskaya;5348
Cernomorskaya;Kutaisskaya;209
Erevanskaya;Kutaisskaya;1090
Amurskaya;Kutaisskaya;1
Eniseiskaya;Kutaisskaya;7
Zabaikalskaya;Kutaisskaya;7
Irkutskaya;Kutaisskaya;12
Primorskaya;Kutaisskaya;1
Sakhalin;Kutaisskaya;21
Tobolskaya;Kutaisskaya;155
Tomskaya;Kutaisskaya;11
Yakutskaya;Kutaisskaya;3
Akmolinskaya;Kutaisskaya;12
Zakaspiyskaya;Kutaisskaya;8
Samarkandskaya;Kutaisskaya;30
Semipalatinskaya;Kutaisskaya;6
Semirechenskaya;Kutaisskaya;9
SyrDaryinskaya;Kutaisskaya;8
Turgayskaya;Kutaisskaya;5
Uralskaya;Kutaisskaya;2
Ferganskaya;Kutaisskaya;131
Arkhangelskaya;Liflyandskaya;100
Astrakhanskaya;Liflyandskaya;51
Bessarabskaya;Liflyandskaya;166
Vilenskaya;Liflyandskaya;6356
Vitebskaya;Liflyandskaya;10666
Vladimirskaya;Liflyandskaya;311
Vologodskaya;Liflyandskaya;266
Volhynskaya;Liflyandskaya;223
Voronezhskaya;Liflyandskaya;185
Viatskaya;Liflyandskaya;345
Grodnenskaya;Liflyandskaya;775
VojskaDonskogo;Liflyandskaya;142
Ekaterinoslavskaya;Liflyandskaya;151
Kazanskaya;Liflyandskaya;172
Kalugskaya;Liflyandskaya;502
Kievskaya;Liflyandskaya;524
Kovenskaya;Liflyandskaya;20328
Kostromskaya;Liflyandskaya;754
Kurlandskaya;Liflyandskaya;61866
Kurskaya;Liflyandskaya;360
Minskaya;Liflyandskaya;2614
Mogilevskaya;Liflyandskaya;1711
Moscowskaya;Liflyandskaya;1690
Nizhegorodskaya;Liflyandskaya;837
Novgorodskaya;Liflyandskaya;1233
Olonetskaya;Liflyandskaya;97
Orenburgskaya;Liflyandskaya;64
Orlovskaya;Liflyandskaya;792
Penzenskaya;Liflyandskaya;160
Permskaya;Liflyandskaya;71
Podolskaya;Liflyandskaya;201
Poltavskaya;Liflyandskaya;851
Pskovskaya;Liflyandskaya;2706
Ryazanskaya;Liflyandskaya;690
Samaraskaya;Liflyandskaya;471
StPetersburgskaya;Liflyandskaya;3314
Saratovskaya;Liflyandskaya;551
Simbirskaya;Liflyandskaya;890
Smolenskaya;Liflyandskaya;1405
Tauridskaya;Liflyandskaya;131
Tambovskaya;Liflyandskaya;339
Tverskaya;Liflyandskaya;817
Tulskaya;Liflyandskaya;264
Ufimskaya;Liflyandskaya;216
Kharkovskaya;Liflyandskaya;209
Khersonskaya;Liflyandskaya;326
Chernigovskaya;Liflyandskaya;641
Estonskaya;Liflyandskaya;6337
Yaroslavskaya;Liflyandskaya;2601
Warsawskaya;Liflyandskaya;818
Kaliszskaya;Liflyandskaya;166
Kieleckaya;Liflyandskaya;62
Lomzinskaya;Liflyandskaya;344
Lublinskaya;Liflyandskaya;145
Piotrkovskaya;Liflyandskaya;196
Plockaya;Liflyandskaya;116
Radomskaya;Liflyandskaya;109
Suwalkskaya;Liflyandskaya;777
Siedlcskaya;Liflyandskaya;124
Bakinskaya;Liflyandskaya;22
Dagestanskaya;Liflyandskaya;8
Elisabethpolskaya;Liflyandskaya;11
Karsskaya;Liflyandskaya;0
Kubanskaya;Liflyandskaya;49
Kutaisskaya;Liflyandskaya;15
Stavropolskaya;Liflyandskaya;30
Terskaya;Liflyandskaya;33
Tiflisskaya;Liflyandskaya;81
Cernomorskaya;Liflyandskaya;10
Erevanskaya;Liflyandskaya;8
Amurskaya;Liflyandskaya;6
Eniseiskaya;Liflyandskaya;15
Zabaikalskaya;Liflyandskaya;13
Irkutskaya;Liflyandskaya;30
Primorskaya;Liflyandskaya;22
Sakhalin;Liflyandskaya;0
Tobolskaya;Liflyandskaya;20
Tomskaya;Liflyandskaya;19
Yakutskaya;Liflyandskaya;2
Akmolinskaya;Liflyandskaya;16
Zakaspiyskaya;Liflyandskaya;0
Samarkandskaya;Liflyandskaya;4
Semipalatinskaya;Liflyandskaya;0
Semirechenskaya;Liflyandskaya;11
SyrDaryinskaya;Liflyandskaya;14
Turgayskaya;Liflyandskaya;2
Uralskaya;Liflyandskaya;9
Ferganskaya;Liflyandskaya;8
Arkhangelskaya;Lomzinskaya;24
Astrakhanskaya;Lomzinskaya;15
Bessarabskaya;Lomzinskaya;280
Vilenskaya;Lomzinskaya;362
Vitebskaya;Lomzinskaya;130
Vladimirskaya;Lomzinskaya;4272
Vologodskaya;Lomzinskaya;36
Volhynskaya;Lomzinskaya;467
Voronezhskaya;Lomzinskaya;816
Viatskaya;Lomzinskaya;58
Grodnenskaya;Lomzinskaya;5670
VojskaDonskogo;Lomzinskaya;760
Ekaterinoslavskaya;Lomzinskaya;283
Kazanskaya;Lomzinskaya;148
Kalugskaya;Lomzinskaya;306
Kievskaya;Lomzinskaya;411
Kovenskaya;Lomzinskaya;676
Kostromskaya;Lomzinskaya;88
Kurlandskaya;Lomzinskaya;1501
Kurskaya;Lomzinskaya;77
Liflyandskaya;Lomzinskaya;1590
Minskaya;Lomzinskaya;359
Mogilevskaya;Lomzinskaya;240
Moscowskaya;Lomzinskaya;5930
Nizhegorodskaya;Lomzinskaya;108
Novgorodskaya;Lomzinskaya;70
Olonetskaya;Lomzinskaya;22
Orenburgskaya;Lomzinskaya;40
Orlovskaya;Lomzinskaya;141
Penzenskaya;Lomzinskaya;874
Permskaya;Lomzinskaya;85
Podolskaya;Lomzinskaya;139
Poltavskaya;Lomzinskaya;202
Pskovskaya;Lomzinskaya;95
Ryazanskaya;Lomzinskaya;1319
Samaraskaya;Lomzinskaya;343
StPetersburgskaya;Lomzinskaya;316
Saratovskaya;Lomzinskaya;70
Simbirskaya;Lomzinskaya;223
Smolenskaya;Lomzinskaya;2510
Tauridskaya;Lomzinskaya;64
Tambovskaya;Lomzinskaya;2181
Tverskaya;Lomzinskaya;162
Tulskaya;Lomzinskaya;105
Ufimskaya;Lomzinskaya;90
Kharkovskaya;Lomzinskaya;115
Khersonskaya;Lomzinskaya;1972
Chernigovskaya;Lomzinskaya;2720
Estonskaya;Lomzinskaya;96
Yaroslavskaya;Lomzinskaya;42
Warsawskaya;Lomzinskaya;11860
Kaliszskaya;Lomzinskaya;420
Kieleckaya;Lomzinskaya;273
Lublinskaya;Lomzinskaya;474
Piotrkovskaya;Lomzinskaya;339
Plockaya;Lomzinskaya;5177
Radomskaya;Lomzinskaya;361
Suwalkskaya;Lomzinskaya;1526
Siedlcskaya;Lomzinskaya;2903
Bakinskaya;Lomzinskaya;3
Dagestanskaya;Lomzinskaya;14
Elisabethpolskaya;Lomzinskaya;1
Karsskaya;Lomzinskaya;3
Kubanskaya;Lomzinskaya;32
Kutaisskaya;Lomzinskaya;10
Stavropolskaya;Lomzinskaya;14
Terskaya;Lomzinskaya;8
Tiflisskaya;Lomzinskaya;9
Cernomorskaya;Lomzinskaya;4
Erevanskaya;Lomzinskaya;1
Amurskaya;Lomzinskaya;0
Eniseiskaya;Lomzinskaya;5
Zabaikalskaya;Lomzinskaya;2
Irkutskaya;Lomzinskaya;4
Primorskaya;Lomzinskaya;3
Sakhalin;Lomzinskaya;0
Tobolskaya;Lomzinskaya;1
Tomskaya;Lomzinskaya;2
Yakutskaya;Lomzinskaya;1
Akmolinskaya;Lomzinskaya;1
Zakaspiyskaya;Lomzinskaya;0
Samarkandskaya;Lomzinskaya;0
Semipalatinskaya;Lomzinskaya;7
Semirechenskaya;Lomzinskaya;5
SyrDaryinskaya;Lomzinskaya;2
Turgayskaya;Lomzinskaya;1
Uralskaya;Lomzinskaya;0
Ferganskaya;Lomzinskaya;1
Arkhangelskaya;Lublinskaya;32
Astrakhanskaya;Lublinskaya;36
Bessarabskaya;Lublinskaya;1333
Vilenskaya;Lublinskaya;663
Vitebskaya;Lublinskaya;290
Vladimirskaya;Lublinskaya;740
Vologodskaya;Lublinskaya;137
Volhynskaya;Lublinskaya;5765
Voronezhskaya;Lublinskaya;2249
Viatskaya;Lublinskaya;223
Grodnenskaya;Lublinskaya;2133
VojskaDonskogo;Lublinskaya;3557
Ekaterinoslavskaya;Lublinskaya;305
Kazanskaya;Lublinskaya;328
Kalugskaya;Lublinskaya;239
Kievskaya;Lublinskaya;930
Kovenskaya;Lublinskaya;203
Kostromskaya;Lublinskaya;219
Kurlandskaya;Lublinskaya;104
Kurskaya;Lublinskaya;426
Liflyandskaya;Lublinskaya;1383
Minskaya;Lublinskaya;534
Mogilevskaya;Lublinskaya;215
Moscowskaya;Lublinskaya;224
Nizhegorodskaya;Lublinskaya;158
Novgorodskaya;Lublinskaya;106
Olonetskaya;Lublinskaya;21
Orenburgskaya;Lublinskaya;33
Orlovskaya;Lublinskaya;339
Penzenskaya;Lublinskaya;1860
Permskaya;Lublinskaya;317
Podolskaya;Lublinskaya;475
Poltavskaya;Lublinskaya;919
Pskovskaya;Lublinskaya;58
Ryazanskaya;Lublinskaya;5493
Samaraskaya;Lublinskaya;54
StPetersburgskaya;Lublinskaya;381
Saratovskaya;Lublinskaya;2044
Simbirskaya;Lublinskaya;394
Smolenskaya;Lublinskaya;206
Tauridskaya;Lublinskaya;207
Tambovskaya;Lublinskaya;6357
Tverskaya;Lublinskaya;190
Tulskaya;Lublinskaya;255
Ufimskaya;Lublinskaya;57
Kharkovskaya;Lublinskaya;691
Khersonskaya;Lublinskaya;619
Chernigovskaya;Lublinskaya;2169
Estonskaya;Lublinskaya;1140
Yaroslavskaya;Lublinskaya;152
Warsawskaya;Lublinskaya;8524
Kaliszskaya;Lublinskaya;4734
Kieleckaya;Lublinskaya;1030
Lomzinskaya;Lublinskaya;684
Piotrkovskaya;Lublinskaya;2073
Plockaya;Lublinskaya;1150
Radomskaya;Lublinskaya;10474
Suwalkskaya;Lublinskaya;1063
Siedlcskaya;Lublinskaya;12551
Bakinskaya;Lublinskaya;598
Dagestanskaya;Lublinskaya;249
Elisabethpolskaya;Lublinskaya;29
Karsskaya;Lublinskaya;5
Kubanskaya;Lublinskaya;40
Kutaisskaya;Lublinskaya;34
Stavropolskaya;Lublinskaya;36
Terskaya;Lublinskaya;45
Tiflisskaya;Lublinskaya;44
Cernomorskaya;Lublinskaya;3
Erevanskaya;Lublinskaya;3
Amurskaya;Lublinskaya;3
Eniseiskaya;Lublinskaya;5
Zabaikalskaya;Lublinskaya;3
Irkutskaya;Lublinskaya;10
Primorskaya;Lublinskaya;7
Sakhalin;Lublinskaya;0
Tobolskaya;Lublinskaya;11
Tomskaya;Lublinskaya;15
Yakutskaya;Lublinskaya;0
Akmolinskaya;Lublinskaya;6
Zakaspiyskaya;Lublinskaya;5
Samarkandskaya;Lublinskaya;2
Semipalatinskaya;Lublinskaya;0
Semirechenskaya;Lublinskaya;6
SyrDaryinskaya;Lublinskaya;9
Turgayskaya;Lublinskaya;2
Uralskaya;Lublinskaya;2
Ferganskaya;Lublinskaya;2
Arkhangelskaya;Minskaya;62
Astrakhanskaya;Minskaya;420
Bessarabskaya;Minskaya;161
Vilenskaya;Minskaya;22468
Vitebskaya;Minskaya;4319
Vladimirskaya;Minskaya;434
Vologodskaya;Minskaya;180
Volhynskaya;Minskaya;5706
Voronezhskaya;Minskaya;319
Viatskaya;Minskaya;1193
Grodnenskaya;Minskaya;11676
VojskaDonskogo;Minskaya;262
Ekaterinoslavskaya;Minskaya;356
Kazanskaya;Minskaya;330
Kalugskaya;Minskaya;803
Kievskaya;Minskaya;2388
Kovenskaya;Minskaya;4096
Kostromskaya;Minskaya;479
Kurlandskaya;Minskaya;1432
Kurskaya;Minskaya;422
Liflyandskaya;Minskaya;753
Mogilevskaya;Minskaya;19335
Moscowskaya;Minskaya;1185
Nizhegorodskaya;Minskaya;476
Novgorodskaya;Minskaya;687
Olonetskaya;Minskaya;76
Orenburgskaya;Minskaya;74
Orlovskaya;Minskaya;828
Penzenskaya;Minskaya;205
Permskaya;Minskaya;128
Podolskaya;Minskaya;537
Poltavskaya;Minskaya;725
Pskovskaya;Minskaya;2005
Ryazanskaya;Minskaya;453
Samaraskaya;Minskaya;882
StPetersburgskaya;Minskaya;1141
Saratovskaya;Minskaya;1229
Simbirskaya;Minskaya;1097
Smolenskaya;Minskaya;1364
Tauridskaya;Minskaya;174
Tambovskaya;Minskaya;359
Tverskaya;Minskaya;440
Tulskaya;Minskaya;377
Ufimskaya;Minskaya;393
Kharkovskaya;Minskaya;388
Khersonskaya;Minskaya;461
Chernigovskaya;Minskaya;4708
Estonskaya;Minskaya;74
Yaroslavskaya;Minskaya;270
Warsawskaya;Minskaya;1117
Kaliszskaya;Minskaya;256
Kieleckaya;Minskaya;119
Lomzinskaya;Minskaya;266
Lublinskaya;Minskaya;377
Piotrkovskaya;Minskaya;312
Plockaya;Minskaya;213
Radomskaya;Minskaya;226
Suwalkskaya;Minskaya;577
Siedlcskaya;Minskaya;472
Bakinskaya;Minskaya;19
Dagestanskaya;Minskaya;18
Elisabethpolskaya;Minskaya;3
Karsskaya;Minskaya;4
Kubanskaya;Minskaya;37
Kutaisskaya;Minskaya;13
Stavropolskaya;Minskaya;42
Terskaya;Minskaya;37
Tiflisskaya;Minskaya;49
Cernomorskaya;Minskaya;4
Erevanskaya;Minskaya;8
Amurskaya;Minskaya;0
Eniseiskaya;Minskaya;10
Zabaikalskaya;Minskaya;6
Irkutskaya;Minskaya;34
Primorskaya;Minskaya;9
Sakhalin;Minskaya;0
Tobolskaya;Minskaya;29
Tomskaya;Minskaya;43
Yakutskaya;Minskaya;6
Akmolinskaya;Minskaya;7
Zakaspiyskaya;Minskaya;8
Samarkandskaya;Minskaya;1
Semipalatinskaya;Minskaya;2
Semirechenskaya;Minskaya;12
SyrDaryinskaya;Minskaya;7
Turgayskaya;Minskaya;0
Uralskaya;Minskaya;3
Ferganskaya;Minskaya;7
Arkhangelskaya;Mogilevskaya;42
Astrakhanskaya;Mogilevskaya;525
Bessarabskaya;Mogilevskaya;544
Vilenskaya;Mogilevskaya;4313
Vitebskaya;Mogilevskaya;10358
Vladimirskaya;Mogilevskaya;186
Vologodskaya;Mogilevskaya;65
Volhynskaya;Mogilevskaya;1189
Voronezhskaya;Mogilevskaya;117
Viatskaya;Mogilevskaya;302
Grodnenskaya;Mogilevskaya;893
VojskaDonskogo;Mogilevskaya;76
Ekaterinoslavskaya;Mogilevskaya;174
Kazanskaya;Mogilevskaya;93
Kalugskaya;Mogilevskaya;1906
Kievskaya;Mogilevskaya;836
Kovenskaya;Mogilevskaya;4373
Kostromskaya;Mogilevskaya;1431
Kurlandskaya;Mogilevskaya;2102
Kurskaya;Mogilevskaya;277
Liflyandskaya;Mogilevskaya;3220
Minskaya;Mogilevskaya;16204
Moscowskaya;Mogilevskaya;1173
Nizhegorodskaya;Mogilevskaya;369
Novgorodskaya;Mogilevskaya;108
Olonetskaya;Mogilevskaya;18
Orenburgskaya;Mogilevskaya;76
Orlovskaya;Mogilevskaya;570
Penzenskaya;Mogilevskaya;172
Permskaya;Mogilevskaya;360
Podolskaya;Mogilevskaya;349
Poltavskaya;Mogilevskaya;437
Pskovskaya;Mogilevskaya;139
Ryazanskaya;Mogilevskaya;234
Samaraskaya;Mogilevskaya;137
StPetersburgskaya;Mogilevskaya;563
Saratovskaya;Mogilevskaya;479
Simbirskaya;Mogilevskaya;100
Smolenskaya;Mogilevskaya;4309
Tauridskaya;Mogilevskaya;85
Tambovskaya;Mogilevskaya;154
Tverskaya;Mogilevskaya;208
Tulskaya;Mogilevskaya;196
Ufimskaya;Mogilevskaya;28
Kharkovskaya;Mogilevskaya;131
Khersonskaya;Mogilevskaya;198
Chernigovskaya;Mogilevskaya;8604
Estonskaya;Mogilevskaya;107
Yaroslavskaya;Mogilevskaya;127
Warsawskaya;Mogilevskaya;499
Kaliszskaya;Mogilevskaya;124
Kieleckaya;Mogilevskaya;64
Lomzinskaya;Mogilevskaya;87
Lublinskaya;Mogilevskaya;115
Piotrkovskaya;Mogilevskaya;166
Plockaya;Mogilevskaya;109
Radomskaya;Mogilevskaya;73
Suwalkskaya;Mogilevskaya;300
Siedlcskaya;Mogilevskaya;91
Bakinskaya;Mogilevskaya;10
Dagestanskaya;Mogilevskaya;9
Elisabethpolskaya;Mogilevskaya;1
Karsskaya;Mogilevskaya;1
Kubanskaya;Mogilevskaya;20
Kutaisskaya;Mogilevskaya;10
Stavropolskaya;Mogilevskaya;23
Terskaya;Mogilevskaya;20
Tiflisskaya;Mogilevskaya;45
Cernomorskaya;Mogilevskaya;1
Erevanskaya;Mogilevskaya;7
Amurskaya;Mogilevskaya;5
Eniseiskaya;Mogilevskaya;8
Zabaikalskaya;Mogilevskaya;2
Irkutskaya;Mogilevskaya;28
Primorskaya;Mogilevskaya;6
Sakhalin;Mogilevskaya;0
Tobolskaya;Mogilevskaya;26
Tomskaya;Mogilevskaya;16
Yakutskaya;Mogilevskaya;1
Akmolinskaya;Mogilevskaya;7
Zakaspiyskaya;Mogilevskaya;4
Samarkandskaya;Mogilevskaya;1
Semipalatinskaya;Mogilevskaya;2
Semirechenskaya;Mogilevskaya;7
SyrDaryinskaya;Mogilevskaya;7
Turgayskaya;Mogilevskaya;0
Uralskaya;Mogilevskaya;4
Ferganskaya;Mogilevskaya;0
Arkhangelskaya;Moscowskaya;739
Astrakhanskaya;Moscowskaya;574
Bessarabskaya;Moscowskaya;638
Vilenskaya;Moscowskaya;3207
Vitebskaya;Moscowskaya;2589
Vladimirskaya;Moscowskaya;61241
Vologodskaya;Moscowskaya;3995
Volhynskaya;Moscowskaya;1974
Voronezhskaya;Moscowskaya;4426
Viatskaya;Moscowskaya;3849
Grodnenskaya;Moscowskaya;3926
VojskaDonskogo;Moscowskaya;2720
Ekaterinoslavskaya;Moscowskaya;1106
Kazanskaya;Moscowskaya;3247
Kalugskaya;Moscowskaya;85952
Kievskaya;Moscowskaya;2903
Kovenskaya;Moscowskaya;2441
Kostromskaya;Moscowskaya;9411
Kurlandskaya;Moscowskaya;2823
Kurskaya;Moscowskaya;3811
Liflyandskaya;Moscowskaya;4253
Minskaya;Moscowskaya;3836
Mogilevskaya;Moscowskaya;2359
Nizhegorodskaya;Moscowskaya;6405
Novgorodskaya;Moscowskaya;2745
Olonetskaya;Moscowskaya;528
Orenburgskaya;Moscowskaya;779
Orlovskaya;Moscowskaya;8277
Penzenskaya;Moscowskaya;3293
Permskaya;Moscowskaya;2037
Podolskaya;Moscowskaya;1592
Poltavskaya;Moscowskaya;2447
Pskovskaya;Moscowskaya;1156
Ryazanskaya;Moscowskaya;111188
Samaraskaya;Moscowskaya;1414
StPetersburgskaya;Moscowskaya;12220
Saratovskaya;Moscowskaya;2744
Simbirskaya;Moscowskaya;4101
Smolenskaya;Moscowskaya;60828
Tauridskaya;Moscowskaya;1775
Tambovskaya;Moscowskaya;10893
Tverskaya;Moscowskaya;58052
Tulskaya;Moscowskaya;116468
Ufimskaya;Moscowskaya;1639
Kharkovskaya;Moscowskaya;3366
Khersonskaya;Moscowskaya;2400
Chernigovskaya;Moscowskaya;3507
Estonskaya;Moscowskaya;1052
Yaroslavskaya;Moscowskaya;25885
Warsawskaya;Moscowskaya;3052
Kaliszskaya;Moscowskaya;879
Kieleckaya;Moscowskaya;402
Lomzinskaya;Moscowskaya;394
Lublinskaya;Moscowskaya;807
Piotrkovskaya;Moscowskaya;1088
Plockaya;Moscowskaya;318
Radomskaya;Moscowskaya;498
Suwalkskaya;Moscowskaya;585
Siedlcskaya;Moscowskaya;670
Bakinskaya;Moscowskaya;133
Dagestanskaya;Moscowskaya;172
Elisabethpolskaya;Moscowskaya;175
Karsskaya;Moscowskaya;22
Kubanskaya;Moscowskaya;509
Kutaisskaya;Moscowskaya;144
Stavropolskaya;Moscowskaya;305
Terskaya;Moscowskaya;540
Tiflisskaya;Moscowskaya;699
Cernomorskaya;Moscowskaya;21
Erevanskaya;Moscowskaya;254
Amurskaya;Moscowskaya;40
Eniseiskaya;Moscowskaya;137
Zabaikalskaya;Moscowskaya;135
Irkutskaya;Moscowskaya;290
Primorskaya;Moscowskaya;48
Sakhalin;Moscowskaya;188
Tobolskaya;Moscowskaya;233
Tomskaya;Moscowskaya;46
Yakutskaya;Moscowskaya;10
Akmolinskaya;Moscowskaya;134
Zakaspiyskaya;Moscowskaya;25
Samarkandskaya;Moscowskaya;39
Semipalatinskaya;Moscowskaya;28
Semirechenskaya;Moscowskaya;35
SyrDaryinskaya;Moscowskaya;87
Turgayskaya;Moscowskaya;7
Uralskaya;Moscowskaya;66
Ferganskaya;Moscowskaya;38
Arkhangelskaya;Nizhegorodskaya;186
Astrakhanskaya;Nizhegorodskaya;767
Bessarabskaya;Nizhegorodskaya;54
Vilenskaya;Nizhegorodskaya;463
Vitebskaya;Nizhegorodskaya;328
Vladimirskaya;Nizhegorodskaya;18682
Vologodskaya;Nizhegorodskaya;451
Volhynskaya;Nizhegorodskaya;216
Voronezhskaya;Nizhegorodskaya;193
Viatskaya;Nizhegorodskaya;2656
Grodnenskaya;Nizhegorodskaya;525
VojskaDonskogo;Nizhegorodskaya;299
Ekaterinoslavskaya;Nizhegorodskaya;81
Kazanskaya;Nizhegorodskaya;4236
Kalugskaya;Nizhegorodskaya;411
Kievskaya;Nizhegorodskaya;289
Kovenskaya;Nizhegorodskaya;252
Kostromskaya;Nizhegorodskaya;13261
Kurlandskaya;Nizhegorodskaya;249
Kurskaya;Nizhegorodskaya;203
Liflyandskaya;Nizhegorodskaya;263
Minskaya;Nizhegorodskaya;357
Mogilevskaya;Nizhegorodskaya;505
Moscowskaya;Nizhegorodskaya;2906
Novgorodskaya;Nizhegorodskaya;466
Olonetskaya;Nizhegorodskaya;59
Orenburgskaya;Nizhegorodskaya;207
Orlovskaya;Nizhegorodskaya;365
Penzenskaya;Nizhegorodskaya;4561
Permskaya;Nizhegorodskaya;1260
Podolskaya;Nizhegorodskaya;99
Poltavskaya;Nizhegorodskaya;135
Pskovskaya;Nizhegorodskaya;116
Ryazanskaya;Nizhegorodskaya;1657
Samaraskaya;Nizhegorodskaya;794
StPetersburgskaya;Nizhegorodskaya;1733
Saratovskaya;Nizhegorodskaya;1018
Simbirskaya;Nizhegorodskaya;5734
Smolenskaya;Nizhegorodskaya;367
Tauridskaya;Nizhegorodskaya;110
Tambovskaya;Nizhegorodskaya;4726
Tverskaya;Nizhegorodskaya;904
Tulskaya;Nizhegorodskaya;639
Ufimskaya;Nizhegorodskaya;266
Kharkovskaya;Nizhegorodskaya;155
Khersonskaya;Nizhegorodskaya;164
Chernigovskaya;Nizhegorodskaya;128
Estonskaya;Nizhegorodskaya;140
Yaroslavskaya;Nizhegorodskaya;1919
Warsawskaya;Nizhegorodskaya;270
Kaliszskaya;Nizhegorodskaya;53
Kieleckaya;Nizhegorodskaya;39
Lomzinskaya;Nizhegorodskaya;50
Lublinskaya;Nizhegorodskaya;99
Piotrkovskaya;Nizhegorodskaya;75
Plockaya;Nizhegorodskaya;51
Radomskaya;Nizhegorodskaya;73
Suwalkskaya;Nizhegorodskaya;79
Siedlcskaya;Nizhegorodskaya;160
Bakinskaya;Nizhegorodskaya;94
Dagestanskaya;Nizhegorodskaya;30
Elisabethpolskaya;Nizhegorodskaya;21
Karsskaya;Nizhegorodskaya;5
Kubanskaya;Nizhegorodskaya;40
Kutaisskaya;Nizhegorodskaya;7
Stavropolskaya;Nizhegorodskaya;41
Terskaya;Nizhegorodskaya;54
Tiflisskaya;Nizhegorodskaya;70
Cernomorskaya;Nizhegorodskaya;6
Erevanskaya;Nizhegorodskaya;15
Amurskaya;Nizhegorodskaya;8
Eniseiskaya;Nizhegorodskaya;52
Zabaikalskaya;Nizhegorodskaya;10
Irkutskaya;Nizhegorodskaya;35
Primorskaya;Nizhegorodskaya;13
Sakhalin;Nizhegorodskaya;3
Tobolskaya;Nizhegorodskaya;120
Tomskaya;Nizhegorodskaya;71
Yakutskaya;Nizhegorodskaya;10
Akmolinskaya;Nizhegorodskaya;61
Zakaspiyskaya;Nizhegorodskaya;36
Samarkandskaya;Nizhegorodskaya;4
Semipalatinskaya;Nizhegorodskaya;10
Semirechenskaya;Nizhegorodskaya;2
SyrDaryinskaya;Nizhegorodskaya;25
Turgayskaya;Nizhegorodskaya;2
Uralskaya;Nizhegorodskaya;112
Ferganskaya;Nizhegorodskaya;1
Arkhangelskaya;Novgorodskaya;1108
Astrakhanskaya;Novgorodskaya;74
Bessarabskaya;Novgorodskaya;62
Vilenskaya;Novgorodskaya;1078
Vitebskaya;Novgorodskaya;4321
Vladimirskaya;Novgorodskaya;766
Vologodskaya;Novgorodskaya;2444
Volhynskaya;Novgorodskaya;109
Voronezhskaya;Novgorodskaya;212
Viatskaya;Novgorodskaya;137
Grodnenskaya;Novgorodskaya;279
VojskaDonskogo;Novgorodskaya;91
Ekaterinoslavskaya;Novgorodskaya;107
Kazanskaya;Novgorodskaya;165
Kalugskaya;Novgorodskaya;733
Kievskaya;Novgorodskaya;208
Kovenskaya;Novgorodskaya;752
Kostromskaya;Novgorodskaya;508
Kurlandskaya;Novgorodskaya;3393
Kurskaya;Novgorodskaya;170
Liflyandskaya;Novgorodskaya;2115
Minskaya;Novgorodskaya;388
Mogilevskaya;Novgorodskaya;629
Moscowskaya;Novgorodskaya;2508
Nizhegorodskaya;Novgorodskaya;503
Olonetskaya;Novgorodskaya;3711
Orenburgskaya;Novgorodskaya;93
Orlovskaya;Novgorodskaya;267
